manufacturer,vehicle_type,charging_type_last,drive_config,battery_chemistry,model_year,battery_capacity_kwh,battery_age_years,battery_health_pct,motor_power_kw,vehicle_weight_kg,drag_coefficient,tire_type,ambient_temp_c,hvac_usage,avg_speed_kmh,elevation_change_m,num_passengers,cargo_weight_kg,regenerative_braking,driving_mode,wind_speed_kmh,actual_range_km
NIO,Sedan,DC Fast Charge,4WD,,2021.0,100.6,8.0,63.8,125.0,2671.0,0.28,Standard,2.9,Cooling,75.5,230.3,,227.0,Low,Sport,27.1,586.9
BYD,Hatchback,Level 2,4WD,NMC,2015.0,33.9,4.0,61.9,420.0,1422.0,0.43,Standard,5.0,Heating,,-126.5,4.0,368.0,Off,Off-Road,35.0,672.5
Hyundai,,Wireless,4WD,NCA,2020.0,66.8,9.0,88.6,264.0,3105.0,0.353,Low Rolling Resistance,36.7,Max Heat,111.5,-191.7,3.0,,Off,Sport,68.4,476.2
Audi,SUV,Wireless,RWD,,2015.0,53.5,2.0,76.5,85.0,3402.0,0.355,Standard,11.3,Heating,32.3,,4.0,367.0,,,37.2,523.7
Lucid,Truck,,AWD,Solid State,2022.0,,,87.7,287.0,,,All-Terrain,22.9,Heating,88.2,286.7,2.0,65.0,Off,Sport,25.5,405.9
Hyundai,Crossover,DC Fast Charge,AWD,NMCA,2018.0,103.9,4.0,78.9,155.0,2200.0,0.224,All-Terrain,10.7,None,77.9,,5.0,101.0,High,Chill,41.8,125.6
,Van,Level 2,AWD,,2019.0,67.8,8.0,,662.0,2885.0,,Low Rolling Resistance,28.5,Max Heat,83.5,337.6,5.0,100.0,Off,Normal,,122.9
NIO,Crossover,Wireless,4WD,NMC,2018.0,109.4,1.0,97.6,284.0,2755.0,0.294,,-0.2,Max Heat,119.9,224.2,4.0,246.0,Off,Normal,4.8,358.2
Polestar,Hatchback,Level 2,RWD,NMCA,2017.0,73.7,8.0,83.6,222.0,1836.0,0.462,Low Rolling Resistance,26.9,Max Heat,,-285.0,6.0,198.0,Max,Eco,,628.5
tesla ,Sports Car,Level 1,AWD,NMC,2024.0,72.3,4.0,97.9,552.0,1587.0,0.343,Standard,11.9,Cooling,70.7,,6.0,130.0,Off,Off-Road,34.1,618.6
Rivian,Van,,4WD,LFP,,74.5,2.0,77.7,131.0,3672.0,0.407,Standard,30.7,Max Heat,89.0,-55.9,6.0,447.0,Off,,77.5,2958.6853599345113
Hyundai,SUV,Level 2,4WD,,2019.0,25.8,0.0,62.7,545.0,3166.0,0.294,Standard,17.9,Max Heat,58.4,-212.6,6.0,350.0,Off,Normal,8.8,299.5
BMW,Hatchback,Level 1,RWD,NCA,2022.0,55.7,1.0,68.6,495.0,2087.0,,Low Rolling Resistance,10.4,Max Cool,87.8,-416.5,6.0,164.0,Off,Sport,79.7,106.6
,Hatchback,Level 2,AWD,NMC,2020.0,,3.0,76.0,,,0.339,Performance,34.4,None,49.8,-81.9,2.0,,,Normal,17.7,198.2
Rivian,Hatchback,Level 2,,,2019.0,,6.0,62.5,459.0,2394.0,0.474,Standard,26.3,Cooling,,,,111.0,High,Off-Road,33.3,634.2
,Van,,,NCA,,61.2,4.0,68.9,663.0,3373.0,0.426,Performance,19.8,,74.7,315.7,5.0,481.0,Medium,Eco,28.7,435.8
,Crossover,Supercharger,,Solid State,2016.0,60.3,0.0,100.0,,2383.0,0.226,Standard,8.0,None,54.3,166.9,3.0,308.0,Low,Chill,49.9,279.1
VW,Truck,Level 2,AWD,,2024.0,93.7,5.0,65.5,639.0,3288.0,0.327,Low Rolling Resistance,6.1,Max Cool,114.4,,,461.0,Medium,Sport,16.9,622.8
,SUV,Level 2,,Solid State,2017.0,57.8,8.0,96.5,399.0,3674.0,0.313,Performance,-11.5,None,92.9,307.8,5.0,354.0,Medium,Sport,62.5,125.9
,Van,Level 1,AWD,NMCA,,40.1,7.0,75.3,514.0,,,All-Terrain,2.7,Heating,94.3,7.3,1.0,400.0,Max,,65.5,290.4
Polestar,Hatchback,DC Fast Charge,4WD,,2020.0,116.8,,95.7,263.0,3533.0,0.321,Low Rolling Resistance,,Max Cool,67.8,,1.0,171.0,Off,Normal,9.4,590.3
Polestar,Van,,FWD,NMCA,,,8.0,91.4,148.0,2967.0,0.314,Low Rolling Resistance,-0.6,Heating,24.7,-355.2,5.0,,Low,Eco,,146.7
,Hatchback,Level 1,FWD,NCA,2015.0,60.8,0.0,78.3,223.0,3159.0,0.273,Low Rolling Resistance,20.8,Max Cool,,-458.4,5.0,224.0,Medium,Eco,50.1,250.3
BYD,Sedan,Level 2,4WD,Solid State,2022.0,83.8,7.0,85.1,268.0,3682.0,0.371,Performance,-19.6,,127.1,256.0,2.0,94.0,Medium,Normal,25.9,367.9
,Van,Supercharger,4WD,LFP,2024.0,71.3,8.0,63.8,464.0,3016.0,0.484,Low Rolling Resistance,,Max Cool,125.8,-46.1,2.0,346.0,Medium,Normal,,93.8
Audi,Van,Level 2,FWD,LFP,2021.0,74.3,5.0,,521.0,2995.0,0.424,,-6.2,Max Heat,127.5,-230.6,2.0,206.0,Medium,Eco,6.0,212.9
LUCID,,DC Fast Charge,FWD,NCA,2021.0,31.2,8.0,73.3,257.0,3811.0,0.495,Performance,30.0,Max Cool,,,3.0,431.0,High,Eco,,87.7
BMW,Crossover,DC Fast Charge,FWD,,2020.0,107.4,,99.3,627.0,2329.0,,Low Rolling Resistance,-1.0,Cooling,56.9,368.8,1.0,188.0,Max,Normal,25.6,203.3
,Sedan,Wireless,4WD,,2020.0,42.4,7.0,,,1782.0,0.417,,29.8,Heating,129.0,7.2,3.0,401.0,Low,Off-Road,0.8,454.6
Polestar,,DC Fast Charge,4WD,NMC,2018.0,61.4,3.0,94.8,193.0,,0.22,All-Terrain,16.6,Max Heat,,-176.6,1.0,333.0,Medium,Chill,36.3,378.5
Hyundai,SUV,Supercharger,4WD,,2023.0,,2.0,63.9,511.0,2258.0,0.304,Low Rolling Resistance,-12.6,,,-202.1,6.0,74.0,High,Off-Road,14.5,562.8
Rivian,Van,,FWD,NMCA,,100.7,0.0,66.6,206.0,1407.0,0.486,Performance,17.1,None,72.6,-113.9,5.0,100.0,Medium,Normal,77.9,546.2
polestar,SUV,Supercharger,AWD,Solid State,2016.0,29.5,1.0,66.6,338.0,2290.0,0.378,Standard,-14.7,Max Heat,51.5,242.2,2.0,447.0,,,15.6,386.4
,SUV,Supercharger,AWD,NMCA,2015.0,100.1,,79.0,355.0,1939.0,0.206,Low Rolling Resistance,41.5,Heating,103.6,,2.0,24.0,Low,,4.1,427.2
Rivian,Hatchback,Wireless,4WD,NCA,2021.0,75.1,5.0,60.2,,1709.0,0.205,Performance,,Cooling,62.7,,2.0,449.0,High,Eco,12.4,330.9
BYD,Van,Level 2,RWD,,,42.0,8.0,62.0,,2064.0,0.416,,,Max Cool,52.6,91.8,6.0,339.0,Low,Normal,56.0,364.3
POLESTAR,Sports Car,Level 1,,LFP,2021.0,88.0,3.0,94.6,695.0,1643.0,0.289,All-Terrain,37.5,Max Heat,112.0,454.7,6.0,185.0,Medium,Eco,14.6,377.4
,Hatchback,DC Fast Charge,AWD,LFP,2018.0,28.4,2.0,,,1345.0,0.398,,44.7,Max Heat,114.0,,1.0,153.0,Low,Eco,73.6,284.4
Lucid,Sports Car,Level 1,FWD,NCA,2018.0,,7.0,91.2,195.0,1586.0,,Standard,-11.4,Max Heat,118.0,159.9,2.0,486.0,Medium,,3.7,426.4
Rivian,SUV,DC Fast Charge,,NMCA,2018.0,99.7,4.0,69.7,106.0,1920.0,0.275,Performance,-1.6,Heating,24.8,205.3,4.0,459.0,Max,Off-Road,32.0,306.7
,Hatchback,Level 2,4WD,NCA,2024.0,60.9,,93.5,395.0,3183.0,0.247,,35.6,Max Cool,21.4,324.3,6.0,28.0,Off,Chill,65.6,291.3
Polestar,Sports Car,Level 1,4WD,NMCA,2015.0,48.1,7.0,80.4,,3574.0,0.328,Standard,-12.2,Cooling,23.3,-433.0,2.0,,Low,Eco,11.3,216.2
VW,SUV,DC Fast Charge,FWD,NMCA,2018.0,61.6,8.0,97.5,171.0,1581.0,0.399,Standard,-12.8,Heating,125.0,68.3,5.0,496.0,Medium,,58.6,630.6
Tesla,Van,Level 2,AWD,NCA,2021.0,,,65.4,267.0,3160.0,0.375,Standard,-15.5,None,76.1,266.4,6.0,326.0,High,Eco,62.7,511.7
BYD,Van,Level 1,AWD,NMC,2023.0,80.3,9.0,,459.0,2897.0,0.353,All-Terrain,-15.8,,61.7,-443.6,1.0,343.0,Off,Chill,24.5,603.4
,Sports Car,Supercharger,RWD,NMC,2015.0,63.7,7.0,72.9,371.0,1958.0,0.321,All-Terrain,14.6,Max Cool,,473.5,3.0,264.0,Medium,Normal,43.6,363.5
POLESTAR,,Level 2,,NCA,2018.0,46.4,2.0,76.4,377.0,2521.0,0.376,All-Terrain,-5.0,Max Heat,68.0,414.4,2.0,377.0,Medium,Chill,74.6,286.2
BMW,Truck,Level 1,AWD,,2016.0,36.1,,92.1,168.0,2885.0,0.238,All-Terrain,-7.1,Cooling,84.7,377.5,6.0,5.0,Max,Sport,36.7,254.2
BYD,Crossover,Supercharger,RWD,Solid State,2016.0,27.7,6.0,73.0,171.0,2902.0,0.29,Standard,9.1,Heating,33.9,-486.6,6.0,154.0,,Chill,41.0,179.8
Tesla,Hatchback,Supercharger,RWD,NMC,2020.0,33.9,1.0,82.4,181.0,3450.0,0.452,Performance,21.2,Max Cool,109.3,344.4,6.0,464.0,Medium,Eco,2.1,116.6
BYD,,Wireless,AWD,Solid State,2024.0,61.4,1.0,71.5,541.0,1341.0,0.334,Low Rolling Resistance,40.9,Max Heat,20.2,-283.1,2.0,426.0,Low,Chill,,503.3
VW,Crossover,Level 1,AWD,NCA,2021.0,,5.0,71.7,442.0,2243.0,0.397,All-Terrain,7.5,None,99.8,-385.4,2.0,104.0,,Normal,27.6,293.6
Tesla,Crossover,DC Fast Charge,RWD,NCA,2019.0,22.2,4.0,93.2,578.0,2405.0,0.374,Performance,43.9,None,52.6,-314.6,4.0,352.0,,Sport,38.5,590.1
BYD,Hatchback,,4WD,NMC,2024.0,71.8,2.0,63.6,67.0,3417.0,0.384,,0.1,None,88.7,185.7,1.0,386.0,Off,Normal,75.5,203.9
